0.000000	0.999999	0.000001
0.020000	1.020416	0.000004
0.040000	1.041579	0.000005
0.060000	1.063655	0.000005
0.080000	1.087088	0.000006
0.100000	1.111074	0.000006
0.120000	1.135991	0.000007
0.140000	1.162430	0.000008
0.160000	1.190253	0.000011
0.180000	1.218852	0.000012
0.200000	1.249914	0.000010
0.220000	1.282236	0.000010
0.240000	1.315634	0.000012
0.260000	1.351267	0.000013
0.280000	1.390612	0.000018
0.300000	1.427662	0.000018
0.320000	1.472676	0.000018
0.340000	1.516830	0.000020
0.360000	1.562614	0.000018
0.380000	1.613046	0.000020
0.400000	1.670621	0.000033
0.420000	1.727217	0.000023
0.440000	1.782186	0.000028
0.460000	1.847973	0.000023
0.480000	1.923448	0.000032
0.500000	2.003006	0.000036
0.520000	2.085890	0.000036
0.540000	2.163897	0.000031
0.560000	2.276444	0.000046
0.580000	2.378420	0.000044
0.600000	2.500203	0.000053
0.620000	2.615469	0.000057
0.640000	2.766489	0.000063
0.660000	2.927718	0.000076
0.680000	3.115131	0.000079
0.700000	3.345356	0.000098
0.720000	3.539175	0.000071
0.740000	3.783664	0.000094
0.760000	4.152420	0.000124
0.780000	4.445324	0.000138
0.800000	5.046595	0.000161
0.820000	5.630039	0.000189
0.840000	6.256264	0.000250
0.860000	6.886406	0.000232
0.880000	8.268027	0.000747
0.900000	9.533186	0.000504
0.920000	11.817602	0.000682
0.940000	15.553948	0.000698
0.960000	19.797344	0.001011
0.980000	27.561438	0.002408
1.000000	88.932762	0.011344
1.020000	35.510147	0.039270
1.040000	21.675932	0.077405
1.060000	14.065460	0.112690
1.080000	11.044008	0.146482
1.100000	8.130580	0.176640
1.120000	6.743331	0.207353
1.140000	5.792088	0.237172
1.160000	5.329434	0.259404
1.180000	4.565961	0.285485
1.200000	4.078682	0.310826
1.220000	3.359625	0.339193
1.240000	3.164952	0.358704
1.260000	2.747672	0.382922
1.280000	2.633917	0.399959
1.300000	2.254752	0.424532
1.320000	2.135578	0.442274
1.340000	1.946838	0.460136
1.360000	1.802735	0.476667
1.380000	1.670898	0.494284
1.400000	1.551487	0.510865
1.420000	1.459050	0.525946
1.440000	1.358870	0.541150
1.460000	1.269186	0.555346
1.480000	1.204092	0.568910
1.500000	1.109585	0.583363
1.520000	1.037161	0.596281
1.540000	0.986426	0.608282
1.560000	0.940988	0.619532
1.580000	0.900948	0.630466
1.600000	0.837954	0.642220
1.620000	0.790186	0.652944
1.640000	0.769108	0.662358
1.660000	0.715524	0.672058
1.680000	0.687240	0.681424
1.700000	0.648171	0.691635
1.720000	0.615172	0.700768
1.740000	0.585602	0.708614
1.760000	0.567247	0.717009
1.780000	0.537771	0.725057
1.800000	0.520545	0.732447
1.820000	0.492786	0.740110
1.840000	0.472429	0.747957
1.860000	0.452480	0.754252
1.880000	0.433179	0.761427
1.900000	0.419210	0.767486
1.920000	0.397651	0.773581
1.940000	0.384065	0.779679
1.960000	0.370953	0.785919
1.980000	0.350198	0.791918

0.000000	0.999999	0.000001
0.020000	1.020430	0.000004
0.040000	1.041700	0.000006
0.060000	1.063732	0.000006
0.080000	1.086999	0.000007
0.100000	1.110778	0.000008
0.120000	1.136175	0.000009
0.140000	1.163318	0.000008
0.160000	1.190921	0.000009
0.180000	1.219467	0.000011
0.200000	1.249562	0.000010
0.220000	1.282339	0.000011
0.240000	1.317452	0.000014
0.260000	1.351307	0.000013
0.280000	1.389267	0.000013
0.300000	1.427781	0.000015
0.320000	1.469302	0.000020
0.340000	1.516457	0.000015
0.360000	1.558768	0.000020
0.380000	1.611115	0.000021
0.400000	1.661531	0.000021
0.420000	1.723602	0.000028
0.440000	1.781225	0.000029
0.460000	1.849400	0.000026
0.480000	1.915993	0.000029
0.500000	2.001116	0.000036
0.520000	2.076234	0.000032
0.540000	2.166569	0.000037
0.560000	2.276021	0.000039
0.580000	2.373410	0.000040
0.600000	2.487648	0.000062
0.620000	2.628977	0.000081
0.640000	2.780772	0.000066
0.660000	2.923911	0.000069
0.680000	3.115729	0.000087
0.700000	3.338706	0.000074
0.720000	3.565760	0.000076
0.740000	3.783167	0.000093
0.760000	4.175431	0.000127
0.780000	4.582789	0.000119
0.800000	4.957782	0.000190
0.820000	5.532056	0.000204
0.840000	6.182909	0.000189
0.860000	7.164233	0.000259
0.880000	8.092378	0.000288
0.900000	10.115559	0.000565
0.920000	11.662404	0.000600
0.940000	15.363293	0.001549
0.960000	20.467735	0.000985
0.980000	29.319607	0.002644
1.000000	54.665524	0.003273
1.020000	430.862823	0.020332
1.040000	35.374771	0.063979
1.060000	18.821669	0.103726
1.080000	10.498863	0.149305
1.100000	9.847587	0.171779
1.120000	6.838376	0.203502
1.140000	5.997220	0.236212
1.160000	5.189808	0.261104
1.180000	4.420560	0.288278
1.200000	4.139233	0.308625
1.220000	3.572941	0.336201
1.240000	3.162698	0.357132
1.260000	2.821049	0.380767
1.280000	2.521998	0.401706
1.300000	2.339640	0.422918
1.320000	2.142113	0.441119
1.340000	1.969262	0.459944
1.360000	1.799994	0.478178
1.380000	1.692832	0.493622
1.400000	1.570515	0.510595
1.420000	1.465808	0.526112
1.440000	1.339726	0.542186
1.460000	1.285040	0.555338
1.480000	1.198248	0.569100
1.500000	1.101695	0.583807
1.520000	1.054088	0.595164
1.540000	0.991416	0.607978
1.560000	0.942206	0.619254
1.580000	0.888025	0.630747
1.600000	0.838178	0.642164
1.620000	0.792162	0.652648
1.640000	0.758321	0.662447
1.660000	0.714950	0.673120
1.680000	0.679738	0.682128
1.700000	0.647424	0.690902
1.720000	0.628269	0.699079
1.740000	0.595639	0.707949
1.760000	0.564277	0.716999
1.780000	0.543487	0.724721
1.800000	0.517697	0.732137
1.820000	0.501108	0.739152
1.840000	0.474684	0.747036
1.860000	0.456384	0.753790
1.880000	0.436240	0.761372
1.900000	0.416283	0.767591
1.920000	0.401046	0.773814
1.940000	0.387553	0.779091
1.960000	0.368492	0.785350
1.980000	0.354316	0.791840

0.000000	0.999999	0.000001
0.020000	1.020350	0.000004
0.040000	1.041544	0.000004
0.060000	1.063691	0.000005
0.080000	1.086934	0.000008
0.100000	1.110625	0.000007
0.120000	1.136323	0.000007
0.140000	1.162712	0.000008
0.160000	1.189933	0.000009
0.180000	1.219694	0.000010
0.200000	1.250773	0.000011
0.220000	1.281201	0.000011
0.240000	1.315497	0.000011
0.260000	1.351403	0.000013
0.280000	1.387956	0.000016
0.300000	1.428977	0.000015
0.320000	1.470374	0.000016
0.340000	1.515889	0.000021
0.360000	1.562034	0.000020
0.380000	1.615452	0.000024
0.400000	1.666764	0.000024
0.420000	1.720577	0.000021
0.440000	1.780819	0.000023
0.460000	1.849265	0.000029
0.480000	1.926150	0.000032
0.500000	1.995717	0.000035
0.520000	2.083166	0.000036
0.540000	2.167913	0.000037
0.560000	2.263205	0.000041
0.580000	2.375211	0.000039
0.600000	2.489151	0.000049
0.620000	2.620310	0.000060
0.640000	2.780425	0.000083
0.660000	2.909509	0.000065
0.680000	3.102275	0.000069
0.700000	3.320466	0.000104
0.720000	3.562378	0.000106
0.740000	3.864542	0.000106
0.760000	4.126973	0.000109
0.780000	4.477411	0.000147
0.800000	4.935458	0.000168
0.820000	5.615378	0.000236
0.840000	6.109166	0.000214
0.860000	6.967991	0.000343
0.880000	8.314312	0.000334
0.900000	9.286105	0.000707
0.920000	12.714102	0.001072
0.940000	15.938403	0.000989
0.960000	18.252380	0.001024
0.980000	31.540756	0.002933
1.000000	95.574959	0.008374
1.020000	31.609913	0.047017
1.040000	21.524736	0.075378
1.060000	18.019724	0.109943
1.080000	13.256725	0.134705
1.100000	8.997821	0.172381
1.120000	7.390203	0.205433
1.140000	6.101154	0.233714
1.160000	5.222757	0.258709
1.180000	4.381371	0.289721
1.200000	4.125494	0.311518
1.220000	3.376634	0.336724
1.240000	3.371193	0.357149
1.260000	2.756984	0.381994
1.280000	2.538571	0.402805
1.300000	2.293573	0.422159
1.320000	2.156661	0.441079
1.340000	1.975141	0.459269
1.360000	1.782415	0.478635
1.380000	1.678749	0.493499
1.400000	1.571770	0.509436
1.420000	1.460371	0.525861
1.440000	1.359530	0.541312
1.460000	1.261192	0.555192
1.480000	1.191348	0.569380
1.500000	1.121148	0.582628
1.520000	1.053768	0.594532
1.540000	1.006289	0.607255
1.560000	0.939713	0.619429
1.580000	0.884959	0.630881
1.600000	0.845994	0.641544
1.620000	0.795193	0.652039
1.640000	0.754612	0.662726
1.660000	0.718171	0.672689
1.680000	0.679482	0.682158
1.700000	0.649692	0.692014
1.720000	0.617782	0.699940
1.740000	0.599009	0.708157
1.760000	0.566007	0.716635
1.780000	0.539015	0.724999
1.800000	0.513304	0.732908
1.820000	0.489789	0.740783
1.840000	0.478985	0.746841
1.860000	0.454317	0.753527
1.880000	0.434312	0.760910
1.900000	0.418316	0.767534
1.920000	0.399181	0.773757
1.940000	0.387503	0.779805
1.960000	0.368748	0.786372
1.980000	0.355200	0.791600

0.000000	0.999999	0.000001
0.020000	1.020392	0.000004
0.040000	1.041695	0.000005
0.060000	1.063845	0.000005
0.080000	1.087029	0.000007
0.100000	1.111144	0.000006
0.120000	1.136264	0.000010
0.140000	1.162679	0.000009
0.160000	1.190294	0.000010
0.180000	1.218944	0.000010
0.200000	1.249913	0.000011
0.220000	1.281477	0.000013
0.240000	1.315408	0.000012
0.260000	1.350794	0.000014
0.280000	1.389162	0.000016
0.300000	1.426401	0.000015
0.320000	1.468826	0.000020
0.340000	1.512872	0.000022
0.360000	1.561909	0.000019
0.380000	1.610693	0.000019
0.400000	1.665568	0.000024
0.420000	1.725793	0.000027
0.440000	1.784474	0.000022
0.460000	1.850345	0.000029
0.480000	1.919979	0.000031
0.500000	2.004621	0.000053
0.520000	2.082997	0.000045
0.540000	2.167700	0.000036
0.560000	2.271508	0.000042
0.580000	2.380872	0.000040
0.600000	2.483095	0.000063
0.620000	2.630163	0.000061
0.640000	2.778719	0.000073
0.660000	2.959903	0.000069
0.680000	3.114182	0.000076
0.700000	3.288624	0.000132
0.720000	3.557022	0.000100
0.740000	3.828335	0.000097
0.760000	4.074396	0.000102
0.780000	4.634180	0.000170
0.800000	4.944032	0.000166
0.820000	5.403467	0.000167
0.840000	6.265738	0.000244
0.860000	7.019875	0.000279
0.880000	8.356993	0.000333
0.900000	9.858807	0.000409
0.920000	11.983399	0.000509
0.940000	18.045422	0.001590
0.960000	22.332220	0.001887
0.980000	28.321760	0.001559
1.000000	84.777245	0.012543
1.020000	34.675869	0.037502
1.040000	21.345221	0.083280
1.060000	19.509665	0.106201
